Glass_ID,Lot_ID,Product_Model,Raw_Glass_Batch,Line_ID,Machine_ID,Tool_ID,Fixture_ID,Operator_ID,Shift,Process_Time,Inspection_Station,Tool_Life_Pct,Spindle_Speed_rpm,Feed_Rate_mm_min,Coolant_Pressure_bar,Coolant_Pressure_Stability,Vacuum_Level_kPa,Chamfer_Width_mm,Chipping_Size_um,Thickness_mm,Warpage_mm,CS_MPa,DOL_um,Defect_Type,Defect_Location,AOI_Result,Final_Result
GLS-2026-0025980,LOT-2026-W07-B,CG-Model-A,RGB-9199,LINE-02,CNC-04,TOOL-18,FIX-A2,OP-028,Day,2026-02-28 11:59:59,AOI,35.1,23655,855.1,3.15,0.932,-85.8,0.286,0.0,0.6954,0.0357,776.1,41.5,None,None,Pass,OK
GLS-2026-0025981,LOT-2026-W11-B,CG-Model-A,RGB-9638,LINE-01,CNC-06,TOOL-02,FIX-C3,OP-017,Night,2026-03-12 03:55:30,AOI,78.6,24379,847.0,2.94,0.856,-87.0,0.3037,100.0,0.7022,0.0335,783.8,44.4,Edge_Chipping,Camera_Hole,Fail,NG
GLS-2026-0025982,LOT-2026-W06-A,CG-Model-B,RGB-8715,LINE-02,CNC-02,TOOL-05,FIX-A3,OP-018,Day,2026-02-25 14:10:54,AOI,74.7,23577,855.0,3.42,0.96,-81.4,0.3054,0.0,0.7009,0.0255,781.7,46.2,None,None,Pass,OK
GLS-2026-0025983,LOT-2026-W06-A,CG-Model-C,RGB-8583,LINE-02,CNC-04,TOOL-21,FIX-C1,OP-019,Swing,2026-02-27 08:18:50,AOI,36.0,24259,803.2,3.24,0.934,-81.7,0.2913,14.7,0.6992,0.0249,786.5,48.3,None,None,Pass,OK
GLS-2026-0025984,LOT-2026-W13-D,CG-Model-A,RGB-9764,LINE-02,CNC-02,TOOL-14,FIX-C1,OP-010,Day,2026-02-23 14:51:06,AOI,51.8,24008,846.3,3.24,0.98,-77.7,0.3005,0.0,0.6967,0.0097,781.0,47.3,None,None,Pass,OK
GLS-2026-0025985,LOT-2026-W09-D,CG-Model-B,RGB-9352,LINE-02,CNC-05,TOOL-08,FIX-C3,OP-007,Swing,2026-02-10 02:28:13,AOI,28.3,23938,858.8,3.33,0.952,-75.4,0.3109,5.2,0.705,0.0285,783.2,46.8,None,None,Pass,OK
GLS-2026-0025986,LOT-2026-W09-D,CG-Model-C,RGB-8532,LINE-02,CNC-01,TOOL-19,FIX-A2,OP-016,Day,2026-02-12 00:58:32,AOI,18.9,23689,824.8,3.15,0.958,-83.2,0.2849,0.0,0.7022,0.0334,781.8,45.7,None,None,Pass,OK
GLS-2026-0025987,LOT-2026-W09-D,CG-Model-C,RGB-8010,LINE-02,CNC-01,TOOL-08,FIX-A3,OP-016,Night,2026-02-10 17:24:24,AOI,71.6,24168,891.7,3.02,0.92,-80.9,0.3115,0.0,0.7013,0.0102,797.2,43.5,None,None,Pass,OK
GLS-2026-0025988,LOT-2026-W13-D,CG-Model-C,RGB-8655,LINE-02,CNC-04,TOOL-06,FIX-A1,OP-028,Swing,2026-03-19 13:17:19,AOI,68.1,24138,863.8,2.93,0.954,-79.2,0.3054,0.0,0.705,0.0344,778.3,45.1,None,None,Pass,OK
GLS-2026-0025989,LOT-2026-W06-A,CG-Model-A,RGB-8505,LINE-02,CNC-02,TOOL-12,FIX-C2,OP-018,Day,2026-02-25 13:10:57,AOI,67.7,24400,824.3,3.26,0.932,-84.6,0.3025,0.0,0.6979,0.0153,769.0,41.2,None,None,Pass,OK
GLS-2026-0025990,LOT-2026-W13-D,CG-Model-A,RGB-9299,LINE-01,CNC-02,TOOL-19,FIX-A3,OP-019,Swing,2026-02-23 00:17:33,AOI,64.1,23883,806.1,3.36,0.94,-81.1,0.3118,10.4,0.7096,0.0181,762.2,45.2,None,None,Pass,OK
GLS-2026-0025991,LOT-2026-W06-A,CG-Model-A,RGB-8781,LINE-01,CNC-04,TOOL-11,FIX-B1,OP-028,Day,2026-03-22 15:05:01,AOI,61.6,23928,872.8,3.15,0.978,-73.6,0.3056,0.0,0.7039,0.0149,792.2,43.5,None,None,Pass,OK
GLS-2026-0025992,LOT-2026-W07-B,CG-Model-A,RGB-8065,LINE-01,CNC-02,TOOL-11,FIX-A3,OP-027,Swing,2026-03-24 10:58:37,AOI,29.5,23956,873.7,3.1,0.937,-83.1,0.2934,0.0,0.6999,0.0403,783.7,48.3,None,None,Pass,OK
GLS-2026-0025993,LOT-2026-W10-A,CG-Model-C,RGB-9304,LINE-01,CNC-04,TOOL-17,FIX-B3,OP-017,Swing,2026-02-14 13:41:59,AOI,53.9,24254,782.6,3.04,0.983,-83.8,0.2995,0.0,0.7026,0.0046,805.7,46.9,None,None,Pass,OK
GLS-2026-0025994,LOT-2026-W12-C,CG-Model-B,RGB-8234,LINE-02,CNC-03,TOOL-11,FIX-B2,OP-029,Night,2026-02-21 13:41:53,AOI,43.1,24245,880.0,3.21,0.966,-79.1,0.3099,0.0,0.697,0.0241,789.1,45.6,None,None,Pass,OK
GLS-2026-0025995,LOT-2026-W13-D,CG-Model-C,RGB-8240,LINE-01,CNC-05,TOOL-06,FIX-A2,OP-020,Swing,2026-02-24 21:08:29,AOI,8.5,23486,884.9,3.26,1.0,-77.8,0.2818,0.0,0.7053,0.0333,793.7,45.9,None,None,Pass,OK
GLS-2026-0025996,LOT-2026-W06-A,CG-Model-B,RGB-9108,LINE-02,CNC-02,TOOL-13,FIX-C1,OP-005,Day,2026-03-21 16:52:51,AOI,73.0,24676,779.8,3.26,0.976,-80.2,0.2918,0.0,0.7005,0.0229,776.7,43.3,None,None,Pass,OK
GLS-2026-0025997,LOT-2026-W10-A,CG-Model-B,RGB-8630,LINE-01,CNC-03,TOOL-06,FIX-C1,OP-003,Swing,2026-03-11 22:54:23,AOI,82.2,23555,742.1,3.26,0.883,-76.0,0.3105,53.1,0.698,0.0384,806.5,48.7,None,None,Pass,OK
GLS-2026-0025998,LOT-2026-W08-C,CG-Model-A,RGB-8278,LINE-01,CNC-02,TOOL-08,FIX-B2,OP-001,Swing,2026-03-04 13:53:49,AOI,64.4,23897,843.2,3.14,0.997,-79.7,0.3096,0.0,0.6971,0.0169,822.1,47.0,None,None,Pass,OK
GLS-2026-0025999,LOT-2026-W10-A,CG-Model-B,RGB-9299,LINE-02,CNC-01,TOOL-11,FIX-B2,OP-021,Day,2026-02-14 15:17:46,AOI,70.2,24347,856.8,3.2,0.955,-75.8,0.316,0.0,0.6964,0.0438,795.3,47.0,None,None,Pass,OK
GLS-2026-0026000,LOT-2026-W13-D,CG-Model-B,RGB-9711,LINE-01,CNC-02,TOOL-21,FIX-C2,OP-008,Night,2026-02-23 08:47:25,AOI,55.7,23830,815.1,3.11,0.936,-88.6,0.3,0.0,0.7049,0.0276,808.1,46.6,None,None,Pass,OK
GLS-2026-0026001,LOT-2026-W06-A,CG-Model-B,RGB-8313,LINE-02,CNC-05,TOOL-13,FIX-B3,OP-020,Day,2026-02-02 16:09:17,AOI,80.1,23928,956.0,3.23,1.0,-84.3,0.3022,0.0,0.6987,0.04,772.7,45.0,None,None,Pass,OK
GLS-2026-0026002,LOT-2026-W11-B,CG-Model-B,RGB-9746,LINE-01,CNC-06,TOOL-20,FIX-C2,OP-019,Day,2026-03-13 20:00:46,AOI,25.6,24272,810.1,3.49,0.938,-86.4,0.2856,0.0,0.7054,0.006,768.4,45.6,None,None,Pass,OK
GLS-2026-0026003,LOT-2026-W07-B,CG-Model-C,RGB-8139,LINE-02,CNC-05,TOOL-23,FIX-A1,OP-019,Night,2026-03-26 07:02:51,AOI,68.9,24198,774.7,3.05,0.946,-76.4,0.3012,6.1,0.705,0.0297,789.0,48.6,None,None,Pass,OK
GLS-2026-0026004,LOT-2026-W13-D,CG-Model-A,RGB-9025,LINE-01,CNC-03,TOOL-12,FIX-B1,OP-021,Swing,2026-03-18 15:01:23,AOI,57.5,23793,865.0,3.04,0.998,-87.0,0.3069,0.0,0.6945,0.0268,799.4,46.7,None,None,Pass,OK
GLS-2026-0026005,LOT-2026-W11-B,CG-Model-A,RGB-9439,LINE-01,CNC-06,TOOL-13,FIX-C3,OP-022,Night,2026-02-18 22:32:16,AOI,83.5,24373,856.7,3.03,0.923,-79.8,0.309,76.0,0.6979,0.0481,783.7,45.7,None,None,Pass,OK
GLS-2026-0026006,LOT-2026-W07-B,CG-Model-B,RGB-8184,LINE-02,CNC-03,TOOL-09,FIX-B3,OP-013,Night,2026-02-28 23:54:20,AOI,80.5,24302,798.7,3.09,0.923,-86.9,0.3096,6.2,0.696,0.0447,765.9,40.5,None,None,Pass,OK
GLS-2026-0026007,LOT-2026-W08-C,CG-Model-B,RGB-9866,LINE-01,CNC-02,TOOL-07,FIX-A2,OP-004,Night,2026-03-28 12:58:50,AOI,84.8,24125,868.0,3.19,0.919,-79.4,0.3324,50.1,0.7023,0.0058,775.4,47.4,None,None,Pass,OK
GLS-2026-0026008,LOT-2026-W06-A,CG-Model-A,RGB-8559,LINE-01,CNC-05,TOOL-12,FIX-C3,OP-026,Swing,2026-02-25 16:11:06,AOI,53.3,24270,832.7,3.04,1.0,-88.4,0.2883,0.0,0.6958,0.04,774.4,48.4,None,None,Pass,OK
GLS-2026-0026009,LOT-2026-W06-A,CG-Model-A,RGB-9540,LINE-01,CNC-02,TOOL-16,FIX-C2,OP-005,Swing,2026-03-21 16:03:01,AOI,54.8,23859,833.9,3.16,0.986,-79.6,0.2966,0.0,0.6927,0.0335,796.2,47.6,None,None,Pass,OK
GLS-2026-0026010,LOT-2026-W09-D,CG-Model-C,RGB-9166,LINE-02,CNC-02,TOOL-13,FIX-A2,OP-023,Night,2026-03-06 11:46:01,AOI,56.5,24014,786.2,3.06,0.949,-81.6,0.2969,0.0,0.6967,0.032,789.8,43.4,None,None,Pass,OK
GLS-2026-0026011,LOT-2026-W07-B,CG-Model-C,RGB-8724,LINE-02,CNC-04,TOOL-02,FIX-A3,OP-005,Swing,2026-03-01 22:30:34,AOI,41.7,24046,803.7,2.94,0.981,-76.7,0.3012,0.0,0.7018,0.0338,753.4,45.0,None,None,Pass,OK
GLS-2026-0026012,LOT-2026-W09-D,CG-Model-A,RGB-8109,LINE-02,CNC-04,TOOL-24,FIX-B3,OP-007,Day,2026-03-06 22:32:50,AOI,91.4,24603,826.3,2.87,0.962,-84.9,0.3176,0.0,0.6949,0.0095,780.9,46.8,None,None,Pass,OK
GLS-2026-0026013,LOT-2026-W10-A,CG-Model-B,RGB-9740,LINE-02,CNC-01,TOOL-23,FIX-A1,OP-019,Night,2026-02-13 23:15:41,AOI,57.1,23720,822.3,3.15,0.943,-84.4,0.3127,0.0,0.7004,0.0205,787.5,45.0,None,None,Pass,OK
GLS-2026-0026014,LOT-2026-W06-A,CG-Model-A,RGB-8707,LINE-02,CNC-04,TOOL-16,FIX-A1,OP-008,Night,2026-02-25 16:16:01,AOI,77.9,23776,912.3,2.96,0.978,-85.4,0.314,0.0,0.7003,0.022,801.5,45.5,None,None,Pass,OK
GLS-2026-0026015,LOT-2026-W11-B,CG-Model-A,RGB-9006,LINE-01,CNC-05,TOOL-17,FIX-A1,OP-027,Day,2026-02-18 15:39:32,AOI,38.4,24761,789.1,3.18,1.0,-81.2,0.2913,0.0,0.699,0.0402,811.7,46.7,None,None,Pass,OK
GLS-2026-0026016,LOT-2026-W12-C,CG-Model-A,RGB-8357,LINE-01,CNC-04,TOOL-22,FIX-C2,OP-009,Night,2026-03-16 22:40:00,AOI,44.7,24487,879.9,3.03,0.965,-81.2,0.2989,0.0,0.6992,0.0499,793.0,45.7,None,None,Pass,OK
GLS-2026-0026017,LOT-2026-W09-D,CG-Model-A,RGB-8817,LINE-02,CNC-02,TOOL-23,FIX-C3,OP-023,Swing,2026-03-08 12:25:47,AOI,53.0,24014,819.1,3.12,0.937,-79.0,0.3077,0.0,0.6978,0.0283,780.5,47.7,None,None,Pass,OK
GLS-2026-0026018,LOT-2026-W13-D,CG-Model-C,RGB-9151,LINE-02,CNC-01,TOOL-13,FIX-B3,OP-023,Day,2026-02-24 04:24:44,AOI,73.7,24269,841.9,3.23,1.0,-79.6,0.2941,0.0,0.696,0.0386,793.3,45.8,None,None,Pass,OK
GLS-2026-0026019,LOT-2026-W13-D,CG-Model-A,RGB-9959,LINE-02,CNC-01,TOOL-05,FIX-B3,OP-015,Day,2026-03-20 16:55:16,AOI,89.6,23920,808.5,3.22,0.937,-84.1,0.318,38.0,0.7122,0.0232,779.9,48.0,None,None,Pass,OK
GLS-2026-0026020,LOT-2026-W06-A,CG-Model-B,RGB-9743,LINE-01,CNC-03,TOOL-07,FIX-A2,OP-001,Day,2026-02-27 06:34:25,AOI,26.7,24131,861.4,3.04,0.93,-81.8,0.2793,0.0,0.7015,0.0133,802.4,48.5,None,None,Pass,OK
GLS-2026-0026021,LOT-2026-W08-C,CG-Model-C,RGB-9890,LINE-02,CNC-05,TOOL-24,FIX-B3,OP-014,Swing,2026-03-28 06:59:34,AOI,36.6,23935,853.1,3.3,0.942,-82.3,0.3038,0.0,0.7018,0.009,771.0,45.8,None,None,Pass,OK
GLS-2026-0026022,LOT-2026-W09-D,CG-Model-A,RGB-9796,LINE-02,CNC-01,TOOL-22,FIX-C1,OP-002,Swing,2026-03-08 02:36:10,AOI,53.2,23869,864.5,3.32,0.94,-80.3,0.309,0.0,0.6968,0.0295,762.7,47.7,None,None,Pass,OK
GLS-2026-0026023,LOT-2026-W07-B,CG-Model-B,RGB-8505,LINE-02,CNC-06,TOOL-19,FIX-C3,OP-016,Night,2026-03-24 08:55:00,AOI,30.7,24391,832.8,3.11,0.949,-84.4,0.2837,38.6,0.6966,0.0473,769.7,45.8,None,None,Pass,OK
GLS-2026-0026024,LOT-2026-W09-D,CG-Model-A,RGB-8195,LINE-02,CNC-06,TOOL-24,FIX-C2,OP-024,Day,2026-03-30 05:41:37,AOI,59.2,23964,928.3,3.08,0.966,-79.7,0.3147,0.0,0.6999,0.0255,782.4,44.7,None,None,Pass,OK
GLS-2026-0026025,LOT-2026-W12-C,CG-Model-A,RGB-8905,LINE-02,CNC-06,TOOL-07,FIX-C2,OP-017,Day,2026-02-19 23:10:52,AOI,12.4,23914,802.1,3.37,0.945,-78.9,0.2818,0.0,0.6994,0.0297,776.4,46.5,None,None,Pass,OK
GLS-2026-0026026,LOT-2026-W11-B,CG-Model-A,RGB-8189,LINE-02,CNC-04,TOOL-18,FIX-A1,OP-007,Day,2026-02-16 02:52:30,AOI,72.4,24112,894.8,2.99,0.926,-81.7,0.3208,0.0,0.6995,0.0244,782.0,43.5,None,None,Pass,OK
GLS-2026-0026027,LOT-2026-W06-A,CG-Model-C,RGB-9352,LINE-02,CNC-01,TOOL-07,FIX-A1,OP-026,Swing,2026-03-21 11:11:53,AOI,33.7,23250,800.9,3.07,1.0,-84.6,0.3084,0.0,0.7047,0.003,786.1,45.1,None,None,Pass,OK
GLS-2026-0026028,LOT-2026-W10-A,CG-Model-B,RGB-9451,LINE-01,CNC-06,TOOL-03,FIX-C1,OP-020,Swing,2026-02-14 10:52:41,AOI,63.6,24023,893.6,3.29,0.934,-78.5,0.2982,15.7,0.7011,0.0221,779.5,51.1,None,None,Pass,OK
GLS-2026-0026029,LOT-2026-W12-C,CG-Model-A,RGB-9487,LINE-01,CNC-02,TOOL-13,FIX-B1,OP-001,Night,2026-03-16 14:55:07,AOI,54.6,23579,852.2,3.24,0.972,-84.6,0.3009,0.0,0.7062,0.0254,772.3,48.6,None,None,Pass,OK
GLS-2026-0026030,LOT-2026-W09-D,CG-Model-B,RGB-8012,LINE-01,CNC-06,TOOL-07,FIX-C3,OP-026,Day,2026-02-11 06:13:37,AOI,34.1,24116,840.1,3.06,1.0,-85.7,0.2887,0.0,0.6999,0.0002,787.4,49.6,None,None,Pass,OK
GLS-2026-0026031,LOT-2026-W06-A,CG-Model-C,RGB-8014,LINE-01,CNC-02,TOOL-11,FIX-C3,OP-012,Day,2026-03-23 10:49:48,AOI,63.6,23983,889.5,3.34,0.926,-85.4,0.3097,0.0,0.7026,0.017,754.0,44.6,None,None,Pass,OK
GLS-2026-0026032,LOT-2026-W11-B,CG-Model-B,RGB-8993,LINE-02,CNC-04,TOOL-24,FIX-B1,OP-015,Day,2026-03-12 23:42:22,AOI,60.8,23820,875.4,3.21,0.954,-82.5,0.3148,0.0,0.7018,0.0206,787.5,46.6,None,None,Pass,OK
GLS-2026-0026033,LOT-2026-W08-C,CG-Model-C,RGB-8835,LINE-02,CNC-03,TOOL-07,FIX-A2,OP-004,Swing,2026-03-03 05:17:11,AOI,16.2,23700,857.5,3.18,0.939,-83.0,0.276,0.0,0.7001,0.0257,793.2,45.1,None,None,Pass,OK
GLS-2026-0026034,LOT-2026-W06-A,CG-Model-B,RGB-9319,LINE-02,CNC-05,TOOL-20,FIX-B3,OP-008,Day,2026-02-27 01:08:23,AOI,65.6,24642,808.0,3.13,1.0,-73.8,0.2967,0.0,0.6943,0.023,810.7,44.6,None,None,Pass,OK
GLS-2026-0026035,LOT-2026-W10-A,CG-Model-A,RGB-9427,LINE-01,CNC-06,TOOL-02,FIX-A1,OP-028,Day,2026-03-09 23:04:19,AOI,95.3,24210,883.3,2.98,0.892,-84.6,0.3176,267.2,0.7032,0.0481,783.2,47.2,Edge_Chipping,Corner,Fail,NG
GLS-2026-0026036,LOT-2026-W13-D,CG-Model-A,RGB-8776,LINE-01,CNC-05,TOOL-16,FIX-B1,OP-017,Day,2026-02-23 12:56:24,AOI,42.9,24433,836.6,3.29,0.999,-82.1,0.2932,0.0,0.695,0.0328,778.8,48.8,None,None,Pass,OK
GLS-2026-0026037,LOT-2026-W13-D,CG-Model-B,RGB-9615,LINE-02,CNC-04,TOOL-11,FIX-A3,OP-024,Day,2026-02-24 01:43:51,AOI,35.6,24165,937.1,3.1,0.901,-82.9,0.3002,0.0,0.7119,0.0075,772.1,47.1,None,None,Pass,OK
GLS-2026-0026038,LOT-2026-W09-D,CG-Model-B,RGB-8853,LINE-01,CNC-03,TOOL-14,FIX-B3,OP-004,Swing,2026-02-12 20:05:37,AOI,90.2,24029,807.6,3.18,1.0,-83.5,0.3211,37.5,0.7014,0.0317,787.4,42.6,None,None,Pass,OK
GLS-2026-0026039,LOT-2026-W09-D,CG-Model-B,RGB-9366,LINE-02,CNC-03,TOOL-01,FIX-B3,OP-023,Night,2026-02-10 03:43:08,AOI,69.6,23853,866.0,3.1,0.929,-83.6,0.3144,0.0,0.6997,0.0154,791.8,43.4,None,None,Pass,OK
GLS-2026-0026040,LOT-2026-W07-B,CG-Model-B,RGB-8879,LINE-01,CNC-02,TOOL-22,FIX-C2,OP-020,Night,2026-03-24 16:27:52,AOI,79.2,23944,811.7,2.97,0.905,-88.1,0.3148,81.4,0.6993,0.041,793.2,45.8,Edge_Chipping,Edge,Fail,NG
GLS-2026-0026041,LOT-2026-W12-C,CG-Model-A,RGB-8158,LINE-02,CNC-05,TOOL-20,FIX-A1,OP-001,Day,2026-03-16 10:53:27,AOI,24.7,24167,824.6,3.1,0.957,-79.7,0.2869,0.0,0.6927,0.0287,789.5,46.3,None,None,Pass,OK
GLS-2026-0026042,LOT-2026-W06-A,CG-Model-C,RGB-8591,LINE-01,CNC-01,TOOL-11,FIX-A3,OP-028,Swing,2026-02-26 16:53:48,AOI,22.1,24245,845.0,3.24,0.936,-81.1,0.2951,0.0,0.7052,0.0089,790.5,47.3,None,None,Pass,OK
GLS-2026-0026043,LOT-2026-W06-A,CG-Model-B,RGB-9934,LINE-01,CNC-01,TOOL-21,FIX-C3,OP-010,Day,2026-03-21 05:45:37,AOI,22.8,23719,848.0,3.33,0.949,-80.7,0.2878,0.0,0.702,0.0519,772.2,45.0,None,None,Pass,OK
GLS-2026-0026044,LOT-2026-W09-D,CG-Model-B,RGB-8840,LINE-02,CNC-01,TOOL-09,FIX-A1,OP-011,Day,2026-03-08 05:54:32,AOI,18.0,23590,900.1,3.34,0.929,-82.7,0.2937,0.0,0.7079,0.035,784.3,47.4,None,None,Pass,OK
GLS-2026-0026045,LOT-2026-W09-D,CG-Model-B,RGB-9163,LINE-02,CNC-03,TOOL-19,FIX-C3,OP-016,Day,2026-03-07 17:55:16,AOI,79.3,24161,863.8,3.16,0.918,-82.4,0.3213,83.3,0.6992,0.0335,792.9,47.0,Edge_Chipping,Edge,Fail,NG
GLS-2026-0026046,LOT-2026-W08-C,CG-Model-B,RGB-9605,LINE-01,CNC-03,TOOL-11,FIX-A1,OP-009,Day,2026-02-07 12:38:28,AOI,84.1,23937,816.4,3.14,0.937,-87.7,0.3087,5.8,0.7078,0.0207,778.1,47.1,None,None,Pass,OK
GLS-2026-0026047,LOT-2026-W08-C,CG-Model-C,RGB-9094,LINE-01,CNC-06,TOOL-13,FIX-A1,OP-010,Day,2026-03-04 05:16:49,AOI,64.1,23975,845.5,3.17,0.954,-85.3,0.308,0.0,0.7034,0.031,781.2,48.3,None,None,Pass,OK
GLS-2026-0026048,LOT-2026-W08-C,CG-Model-A,RGB-9671,LINE-01,CNC-04,TOOL-13,FIX-C2,OP-024,Day,2026-02-07 06:17:50,AOI,76.5,23619,855.1,3.27,0.945,-81.8,0.311,0.0,0.7046,0.0286,773.7,46.1,None,None,Pass,OK
GLS-2026-0026049,LOT-2026-W11-B,CG-Model-B,RGB-8272,LINE-01,CNC-01,TOOL-03,FIX-C3,OP-015,Swing,2026-03-12 16:01:57,AOI,60.4,23548,913.8,3.1,0.93,-80.6,0.2898,0.0,0.6947,0.0151,802.2,46.8,None,None,Pass,OK
GLS-2026-0026050,LOT-2026-W07-B,CG-Model-B,RGB-9195,LINE-01,CNC-06,TOOL-12,FIX-A3,OP-023,Swing,2026-02-04 21:45:27,AOI,69.8,24628,900.4,3.1,0.999,-85.0,0.302,0.0,0.706,0.0519,786.3,47.4,None,None,Pass,OK
GLS-2026-0026051,LOT-2026-W07-B,CG-Model-C,RGB-8790,LINE-01,CNC-02,TOOL-06,FIX-A3,OP-002,Day,2026-03-02 19:49:35,AOI,24.4,23867,862.0,3.19,0.954,-81.3,0.2925,0.0,0.6992,0.0646,801.3,49.4,None,None,Pass,OK
GLS-2026-0026052,LOT-2026-W13-D,CG-Model-B,RGB-8607,LINE-01,CNC-05,TOOL-21,FIX-B3,OP-007,Night,2026-02-22 07:20:44,AOI,51.6,23873,851.3,2.97,0.855,-86.0,0.314,0.0,0.6977,0.0345,786.0,46.7,None,None,Pass,OK
GLS-2026-0026053,LOT-2026-W08-C,CG-Model-A,RGB-8767,LINE-02,CNC-03,TOOL-18,FIX-A3,OP-023,Day,2026-02-08 14:06:17,AOI,82.4,23984,853.9,3.17,0.946,-84.2,0.2984,10.8,0.7025,0.002,790.6,44.0,None,None,Pass,OK
GLS-2026-0026054,LOT-2026-W07-B,CG-Model-B,RGB-8810,LINE-01,CNC-05,TOOL-19,FIX-B1,OP-011,Night,2026-02-28 10:15:29,AOI,49.0,24072,819.3,3.04,0.9,-86.5,0.2959,0.0,0.7023,0.0354,781.7,46.9,None,None,Pass,OK
GLS-2026-0026055,LOT-2026-W09-D,CG-Model-B,RGB-8832,LINE-01,CNC-01,TOOL-22,FIX-C2,OP-019,Day,2026-02-12 15:20:11,AOI,34.9,24346,843.0,3.26,0.919,-77.2,0.2909,0.0,0.6983,0.0373,768.8,47.5,None,None,Pass,OK
GLS-2026-0026056,LOT-2026-W10-A,CG-Model-A,RGB-9406,LINE-01,CNC-05,TOOL-03,FIX-A2,OP-004,Swing,2026-02-15 04:27:10,AOI,18.4,23916,895.9,3.02,1.0,-82.0,0.2866,0.0,0.7016,0.0156,789.7,45.4,None,None,Pass,OK
GLS-2026-0026057,LOT-2026-W07-B,CG-Model-B,RGB-9765,LINE-01,CNC-01,TOOL-11,FIX-A1,OP-013,Day,2026-03-24 14:43:51,AOI,59.2,24131,890.7,3.28,1.0,-81.4,0.2913,0.0,0.7077,0.0324,793.7,48.7,None,None,Pass,OK
GLS-2026-0026058,LOT-2026-W12-C,CG-Model-B,RGB-8947,LINE-01,CNC-04,TOOL-18,FIX-C1,OP-013,Swing,2026-02-21 06:45:03,AOI,27.4,24272,857.6,3.23,0.95,-78.2,0.2993,0.0,0.7008,0.0214,780.3,45.7,None,None,Pass,OK
GLS-2026-0026059,LOT-2026-W13-D,CG-Model-A,RGB-9126,LINE-01,CNC-03,TOOL-16,FIX-B1,OP-027,Swing,2026-02-24 10:16:56,AOI,22.0,23612,876.8,3.33,0.989,-87.2,0.2869,0.0,0.6979,0.0213,767.7,45.0,None,None,Pass,OK
GLS-2026-0026060,LOT-2026-W06-A,CG-Model-A,RGB-8244,LINE-02,CNC-04,TOOL-02,FIX-A3,OP-006,Swing,2026-02-01 08:42:50,AOI,48.6,24188,801.7,3.1,0.969,-80.2,0.2913,11.1,0.7066,0.0427,778.2,47.6,None,None,Pass,OK
GLS-2026-0026061,LOT-2026-W11-B,CG-Model-B,RGB-8841,LINE-01,CNC-05,TOOL-05,FIX-B2,OP-005,Night,2026-02-18 10:19:40,AOI,97.7,23629,890.8,3.04,0.948,-75.4,0.3264,0.0,0.6985,0.0329,778.7,47.3,None,None,Pass,OK
GLS-2026-0026062,LOT-2026-W12-C,CG-Model-A,RGB-9328,LINE-01,CNC-01,TOOL-16,FIX-A1,OP-017,Night,2026-02-21 08:42:54,AOI,19.8,24502,782.3,3.04,0.87,-78.1,0.3081,0.0,0.7048,0.0138,777.6,46.3,None,None,Pass,OK
GLS-2026-0026063,LOT-2026-W11-B,CG-Model-A,RGB-9591,LINE-01,CNC-04,TOOL-15,FIX-B2,OP-019,Swing,2026-03-14 17:03:54,AOI,46.1,23491,844.9,2.97,0.981,-72.3,0.3265,0.0,0.6941,0.0416,771.6,46.3,None,None,Pass,OK
GLS-2026-0026064,LOT-2026-W08-C,CG-Model-B,RGB-8186,LINE-02,CNC-01,TOOL-03,FIX-C3,OP-017,Day,2026-02-07 21:53:11,AOI,26.4,24278,855.0,3.13,0.968,-83.1,0.2777,0.0,0.7078,0.0253,795.5,46.8,None,None,Pass,OK
GLS-2026-0026065,LOT-2026-W07-B,CG-Model-A,RGB-9068,LINE-01,CNC-05,TOOL-23,FIX-C1,OP-019,Night,2026-03-26 22:23:10,AOI,40.8,23814,823.0,3.37,0.958,-80.7,0.2924,0.0,0.7031,0.0165,788.3,45.3,None,None,Pass,OK
GLS-2026-0026066,LOT-2026-W08-C,CG-Model-A,RGB-9973,LINE-01,CNC-02,TOOL-05,FIX-A3,OP-009,Swing,2026-02-08 10:42:40,AOI,92.3,23929,898.7,3.29,1.0,-83.0,0.3272,5.9,0.7064,0.0103,775.3,42.8,None,None,Pass,OK
GLS-2026-0026067,LOT-2026-W10-A,CG-Model-C,RGB-8844,LINE-02,CNC-05,TOOL-21,FIX-A3,OP-011,Swing,2026-03-10 20:41:49,AOI,61.0,23959,928.3,3.0,0.986,-86.6,0.3082,0.0,0.7078,0.0288,772.2,47.0,None,None,Pass,OK
GLS-2026-0026068,LOT-2026-W06-A,CG-Model-B,RGB-8641,LINE-02,CNC-03,TOOL-21,FIX-B1,OP-006,Night,2026-02-01 06:16:20,AOI,43.9,24340,788.9,2.98,0.867,-84.9,0.2967,0.0,0.7063,0.0309,799.5,48.1,None,None,Pass,OK
GLS-2026-0026069,LOT-2026-W13-D,CG-Model-A,RGB-9408,LINE-01,CNC-01,TOOL-23,FIX-A2,OP-013,Swing,2026-03-20 12:53:07,AOI,66.6,24003,799.0,3.07,0.972,-79.2,0.2965,0.0,0.7003,0.0517,790.9,45.1,None,None,Pass,OK
