Glass_ID,Lot_ID,Product_Model,Raw_Glass_Batch,Line_ID,Machine_ID,Tool_ID,Fixture_ID,Operator_ID,Shift,Process_Time,Inspection_Station,Tool_Life_Pct,Spindle_Speed_rpm,Feed_Rate_mm_min,Coolant_Pressure_bar,Coolant_Pressure_Stability,Vacuum_Level_kPa,Chamfer_Width_mm,Chipping_Size_um,Thickness_mm,Warpage_mm,CS_MPa,DOL_um,Defect_Type,Defect_Location,AOI_Result,Final_Result,Individual_Chipping_um,Moving_Range_Chipping_um,I_CL,I_UCL,I_LCL,MR_CL,MR_UCL,MR_LCL,I_OOC,MR_OOC
GLS-2026-0008761,LOT-2026-W08-C,CG-Model-C,RGB-9468,LINE-01,CNC-04,TOOL-11,FIX-C2,OP-001,Day,2026-03-28 14:46:31,AOI,87.5,24390,835.2,3.33,0.981,-79.5,0.3196,7.5,0.7022,0.0483,796.8,45.5,None,None,Pass,OK,7.5,7.5,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0045448,LOT-2026-W08-C,CG-Model-A,RGB-8713,LINE-01,CNC-04,TOOL-04,FIX-C2,OP-002,Swing,2026-03-28 15:00:54,AOI,35.4,24134,867.6,3.12,1.0,-85.7,0.304,0.0,0.6968,0.0134,784.3,45.0,None,None,Pass,OK,0.0,7.5,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0036168,LOT-2026-W08-C,CG-Model-C,RGB-8600,LINE-02,CNC-04,TOOL-05,FIX-A1,OP-015,Day,2026-03-28 15:04:30,AOI,56.9,23751,914.5,3.32,1.0,-80.0,0.2948,0.0,0.7025,0.0108,776.4,45.4,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0027144,LOT-2026-W08-C,CG-Model-B,RGB-8760,LINE-02,CNC-04,TOOL-16,FIX-A3,OP-007,Swing,2026-03-28 15:06:39,AOI,78.4,23796,812.5,3.09,0.944,-81.6,0.3127,5.1,0.7028,0.0083,775.7,48.1,None,None,Pass,OK,5.1,5.1,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0012462,LOT-2026-W08-C,CG-Model-B,RGB-9495,LINE-02,CNC-04,TOOL-10,FIX-C3,OP-001,Day,2026-03-28 15:07:56,AOI,43.1,24095,928.2,3.23,1.0,-84.6,0.2984,5.2,0.7088,0.0224,788.5,46.3,None,None,Pass,OK,5.2,0.10000000000000053,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0032524,LOT-2026-W08-C,CG-Model-A,RGB-8489,LINE-01,CNC-04,TOOL-01,FIX-A1,OP-003,Day,2026-03-28 15:09:06,AOI,31.3,23567,797.8,3.21,0.982,-81.6,0.2839,0.0,0.6955,0.0212,802.1,45.9,None,None,Pass,OK,0.0,5.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0035276,LOT-2026-W08-C,CG-Model-A,RGB-8221,LINE-01,CNC-04,TOOL-22,FIX-C3,OP-010,Night,2026-03-28 15:30:17,AOI,70.4,23796,855.4,2.78,1.0,-79.9,0.3053,0.0,0.6967,0.0262,783.5,45.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0046602,LOT-2026-W08-C,CG-Model-B,RGB-8436,LINE-02,CNC-04,TOOL-08,FIX-C2,OP-010,Night,2026-03-28 15:33:31,AOI,81.2,23942,795.7,3.18,0.899,-85.9,0.3016,64.9,0.7019,0.0448,798.0,48.0,None,None,Pass,OK,64.9,64.9,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0023512,LOT-2026-W08-C,CG-Model-C,RGB-8430,LINE-01,CNC-04,TOOL-12,FIX-B2,OP-002,Night,2026-03-28 15:34:43,AOI,24.0,24020,812.4,3.1,0.939,-82.0,0.3082,19.7,0.7047,0.0199,808.5,44.6,None,None,Pass,OK,19.7,45.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0009995,LOT-2026-W08-C,CG-Model-B,RGB-9770,LINE-01,CNC-04,TOOL-20,FIX-A3,OP-011,Day,2026-03-28 15:37:21,AOI,55.2,23861,858.3,3.21,0.972,-82.3,0.2915,0.0,0.7105,0.0498,799.6,41.4,None,None,Pass,OK,0.0,19.7,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0015400,LOT-2026-W08-C,CG-Model-A,RGB-8137,LINE-01,CNC-04,TOOL-05,FIX-A1,OP-010,Swing,2026-03-28 15:53:10,AOI,36.1,23880,908.1,3.22,1.0,-81.1,0.304,0.0,0.7006,0.01,779.1,47.3,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0032318,LOT-2026-W08-C,CG-Model-C,RGB-9807,LINE-01,CNC-04,TOOL-22,FIX-A3,OP-002,Day,2026-03-28 16:02:28,AOI,19.6,24625,870.4,3.1,0.932,-80.4,0.2961,0.0,0.704,0.0228,799.0,47.5,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0011767,LOT-2026-W08-C,CG-Model-C,RGB-9432,LINE-02,CNC-04,TOOL-04,FIX-B3,OP-005,Swing,2026-03-28 16:03:39,AOI,69.8,23902,819.2,2.94,0.955,-82.2,0.3019,0.0,0.7003,0.0139,790.7,48.0,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0004095,LOT-2026-W08-C,CG-Model-A,RGB-8840,LINE-02,CNC-04,TOOL-05,FIX-B1,OP-024,Swing,2026-03-28 16:06:01,AOI,28.5,23637,828.2,3.13,0.969,-75.7,0.2918,0.0,0.6999,0.0151,783.8,47.6,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0032616,LOT-2026-W08-C,CG-Model-A,RGB-9148,LINE-01,CNC-04,TOOL-04,FIX-C1,OP-013,Night,2026-03-28 16:10:57,AOI,83.7,23946,867.1,3.05,1.0,-80.8,0.3183,57.1,0.6971,0.0443,788.0,47.1,None,None,Pass,OK,57.1,57.1,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0047442,LOT-2026-W08-C,CG-Model-B,RGB-8811,LINE-01,CNC-04,TOOL-09,FIX-B2,OP-022,Night,2026-03-28 16:20:20,AOI,88.4,23998,875.5,2.99,0.903,-84.0,0.3349,138.6,0.6983,0.0153,771.8,46.1,Edge_Chipping,Edge,Fail,NG,138.6,81.5,12.19,66.13,0.0,20.28,66.25,0.0,True,True
GLS-2026-0017026,LOT-2026-W08-C,CG-Model-A,RGB-9003,LINE-01,CNC-04,TOOL-15,FIX-A3,OP-027,Swing,2026-03-28 16:21:08,AOI,56.1,23802,872.8,3.25,0.959,-78.9,0.3068,0.0,0.7135,0.0295,782.7,45.9,None,None,Pass,OK,0.0,138.6,12.19,66.13,0.0,20.28,66.25,0.0,False,True
GLS-2026-0022746,LOT-2026-W08-C,CG-Model-B,RGB-8726,LINE-01,CNC-04,TOOL-11,FIX-C3,OP-022,Night,2026-03-28 16:26:03,AOI,88.7,23847,790.8,3.2,0.978,-85.9,0.3064,58.7,0.6989,0.0166,758.5,43.6,None,None,Pass,OK,58.7,58.7,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0018575,LOT-2026-W08-C,CG-Model-A,RGB-8835,LINE-01,CNC-04,TOOL-19,FIX-C2,OP-006,Swing,2026-03-28 16:43:14,AOI,34.3,23901,820.9,3.37,0.939,-77.6,0.2997,0.0,0.6989,0.0323,803.2,48.1,None,None,Pass,OK,0.0,58.7,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0021583,LOT-2026-W08-C,CG-Model-A,RGB-9699,LINE-01,CNC-04,TOOL-14,FIX-A1,OP-027,Swing,2026-03-28 17:02:53,AOI,83.4,23986,831.3,2.98,0.9,-82.2,0.3091,94.8,0.6946,0.0443,783.1,45.4,Edge_Chipping,Corner,Fail,NG,94.8,94.8,12.19,66.13,0.0,20.28,66.25,0.0,True,True
GLS-2026-0010889,LOT-2026-W08-C,CG-Model-A,RGB-8989,LINE-01,CNC-04,TOOL-09,FIX-C3,OP-020,Night,2026-03-28 17:03:30,AOI,58.8,24271,902.2,2.89,0.833,-79.5,0.3033,0.0,0.7027,0.0371,798.3,48.6,None,None,Pass,OK,0.0,94.8,12.19,66.13,0.0,20.28,66.25,0.0,False,True
GLS-2026-0032110,LOT-2026-W08-C,CG-Model-C,RGB-9202,LINE-02,CNC-04,TOOL-01,FIX-C2,OP-003,Day,2026-03-28 17:05:18,AOI,89.9,23938,898.8,3.17,0.894,-78.9,0.3332,56.3,0.7033,0.0155,803.7,49.9,None,None,Pass,OK,56.3,56.3,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0003753,LOT-2026-W08-C,CG-Model-B,RGB-9177,LINE-01,CNC-04,TOOL-13,FIX-C2,OP-003,Night,2026-03-28 17:05:34,AOI,56.1,23728,783.1,2.95,0.867,-78.6,0.3101,0.0,0.6936,0.0575,771.1,43.7,None,None,Pass,OK,0.0,56.3,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0011798,LOT-2026-W08-C,CG-Model-A,RGB-8108,LINE-02,CNC-04,TOOL-19,FIX-C2,OP-024,Night,2026-03-28 17:10:57,AOI,62.9,23853,788.5,2.85,0.87,-85.6,0.3067,12.9,0.6942,0.0442,797.9,44.6,None,None,Pass,OK,12.9,12.9,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0048437,LOT-2026-W08-C,CG-Model-A,RGB-8265,LINE-01,CNC-04,TOOL-03,FIX-A3,OP-016,Swing,2026-03-28 17:23:49,AOI,92.8,23928,908.3,2.93,0.935,-83.4,0.3011,143.0,0.7035,0.0259,780.2,44.8,Edge_Chipping,Edge,Fail,NG,143.0,130.1,12.19,66.13,0.0,20.28,66.25,0.0,True,True
GLS-2026-0033746,LOT-2026-W08-C,CG-Model-C,RGB-8492,LINE-01,CNC-04,TOOL-22,FIX-A2,OP-027,Day,2026-03-28 17:32:46,AOI,11.2,23927,884.1,2.87,0.923,-84.1,0.2847,0.0,0.6971,0.0117,788.6,46.2,None,None,Pass,OK,0.0,143.0,12.19,66.13,0.0,20.28,66.25,0.0,False,True
GLS-2026-0026860,LOT-2026-W08-C,CG-Model-B,RGB-8379,LINE-01,CNC-04,TOOL-09,FIX-B2,OP-021,Swing,2026-03-28 17:32:52,AOI,48.0,23935,855.9,3.08,0.988,-80.2,0.3098,0.0,0.7072,0.0427,801.4,45.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0018478,LOT-2026-W08-C,CG-Model-B,RGB-8249,LINE-02,CNC-04,TOOL-22,FIX-A3,OP-004,Night,2026-03-28 17:44:25,AOI,7.0,23657,872.1,3.1,0.926,-80.5,0.2935,0.0,0.7087,0.0174,803.9,44.1,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0019989,LOT-2026-W08-C,CG-Model-C,RGB-8388,LINE-01,CNC-04,TOOL-03,FIX-B2,OP-027,Night,2026-03-28 17:48:06,AOI,61.7,24112,885.4,2.94,0.821,-78.6,0.3021,5.2,0.6998,0.0128,786.3,48.1,None,None,Pass,OK,5.2,5.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0045022,LOT-2026-W08-C,CG-Model-A,RGB-8449,LINE-02,CNC-04,TOOL-01,FIX-C2,OP-027,Swing,2026-03-28 17:57:41,AOI,67.6,24224,883.2,3.21,1.0,-80.5,0.3011,0.0,0.7041,0.0117,784.2,48.6,None,None,Pass,OK,0.0,5.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0019793,LOT-2026-W08-C,CG-Model-A,RGB-9973,LINE-02,CNC-04,TOOL-12,FIX-A2,OP-018,Day,2026-03-28 18:07:24,AOI,42.0,23600,885.8,3.17,0.957,-79.8,0.2951,10.0,0.6963,0.0483,790.3,51.0,None,None,Pass,OK,10.0,10.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0047769,LOT-2026-W08-C,CG-Model-A,RGB-8770,LINE-01,CNC-04,TOOL-06,FIX-A3,OP-002,Night,2026-03-28 18:19:38,AOI,78.1,23981,881.8,2.91,0.88,-83.9,0.322,40.4,0.7051,0.0237,782.7,47.1,None,None,Pass,OK,40.4,30.4,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0030294,LOT-2026-W08-C,CG-Model-C,RGB-9348,LINE-02,CNC-04,TOOL-10,FIX-B2,OP-022,Day,2026-03-28 18:21:06,AOI,57.4,24045,850.8,3.28,1.0,-75.2,0.3155,26.4,0.7007,0.0241,772.0,47.7,None,None,Pass,OK,26.4,14.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0026088,LOT-2026-W08-C,CG-Model-B,RGB-8015,LINE-01,CNC-04,TOOL-24,FIX-C1,OP-017,Day,2026-03-28 18:21:49,AOI,63.8,23868,852.3,3.41,0.968,-81.4,0.3058,5.2,0.6948,0.0197,768.5,49.5,None,None,Pass,OK,5.2,21.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0037348,LOT-2026-W08-C,CG-Model-B,RGB-9773,LINE-01,CNC-04,TOOL-14,FIX-C3,OP-018,Day,2026-03-28 18:34:47,AOI,62.7,24584,856.4,3.14,0.973,-83.7,0.2891,0.0,0.7062,0.0266,788.2,48.1,None,None,Pass,OK,0.0,5.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0035454,LOT-2026-W08-C,CG-Model-C,RGB-9101,LINE-01,CNC-04,TOOL-21,FIX-C2,OP-022,Day,2026-03-28 18:39:48,AOI,32.9,24583,812.4,3.18,0.92,-78.9,0.2981,0.0,0.7002,0.0082,780.3,48.3,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0022658,LOT-2026-W08-C,CG-Model-B,RGB-9110,LINE-02,CNC-04,TOOL-01,FIX-A2,OP-027,Day,2026-03-28 18:51:38,AOI,32.3,24212,817.5,3.1,0.943,-83.0,0.2942,0.0,0.6969,0.0048,777.4,45.3,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0007560,LOT-2026-W08-C,CG-Model-A,RGB-9644,LINE-01,CNC-04,TOOL-24,FIX-B3,OP-008,Day,2026-03-28 18:52:17,AOI,81.0,23562,883.2,3.17,0.928,-85.2,0.3218,9.5,0.7,0.0361,775.5,47.1,None,None,Pass,OK,9.5,9.5,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0020096,LOT-2026-W08-C,CG-Model-A,RGB-8712,LINE-02,CNC-04,TOOL-20,FIX-B1,OP-025,Day,2026-03-28 19:17:31,AOI,48.6,24113,812.0,3.2,0.938,-76.1,0.2945,0.0,0.6978,0.0186,786.1,43.3,None,None,Pass,OK,0.0,9.5,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0002677,LOT-2026-W08-C,CG-Model-C,RGB-9242,LINE-01,CNC-04,TOOL-09,FIX-A1,OP-023,Swing,2026-03-28 19:19:22,AOI,29.0,24044,794.7,3.08,1.0,-76.6,0.2902,9.6,0.6961,0.0233,775.1,44.2,None,None,Pass,OK,9.6,9.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0023637,LOT-2026-W08-C,CG-Model-B,RGB-9746,LINE-01,CNC-04,TOOL-12,FIX-C2,OP-030,Day,2026-03-28 19:22:34,AOI,75.8,24003,848.1,3.1,0.924,-82.3,0.3094,0.0,0.7033,0.0319,774.4,47.0,None,None,Pass,OK,0.0,9.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0023366,LOT-2026-W08-C,CG-Model-A,RGB-8507,LINE-01,CNC-04,TOOL-15,FIX-A2,OP-006,Swing,2026-03-28 19:34:17,AOI,79.4,24180,850.8,3.17,1.0,-83.7,0.3163,5.0,0.7036,0.0165,773.6,47.5,None,None,Pass,OK,5.0,5.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0043446,LOT-2026-W08-C,CG-Model-B,RGB-8539,LINE-01,CNC-04,TOOL-19,FIX-A2,OP-023,Day,2026-03-28 19:35:18,AOI,87.3,23566,865.6,3.03,1.0,-85.6,0.3203,0.0,0.6942,0.0028,783.9,44.3,None,None,Pass,OK,0.0,5.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0017626,LOT-2026-W08-C,CG-Model-B,RGB-9929,LINE-01,CNC-04,TOOL-20,FIX-A1,OP-011,Day,2026-03-28 19:55:19,AOI,70.3,23592,872.9,3.06,0.942,-83.0,0.3125,0.0,0.6963,0.0285,775.0,41.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0000503,LOT-2026-W08-C,CG-Model-C,RGB-8777,LINE-01,CNC-04,TOOL-18,FIX-C1,OP-026,Night,2026-03-28 19:57:35,AOI,59.6,24288,925.3,3.15,0.94,-81.0,0.3162,16.4,0.7059,0.0271,799.6,45.9,None,None,Pass,OK,16.4,16.4,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0018349,LOT-2026-W08-C,CG-Model-A,RGB-9200,LINE-02,CNC-04,TOOL-24,FIX-C1,OP-013,Day,2026-03-28 20:08:21,AOI,61.2,23979,822.8,3.27,0.963,-80.2,0.2953,0.0,0.7018,0.0241,769.9,44.2,None,None,Pass,OK,0.0,16.4,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0036515,LOT-2026-W08-C,CG-Model-A,RGB-8756,LINE-01,CNC-04,TOOL-19,FIX-C3,OP-030,Day,2026-03-28 20:11:18,AOI,17.0,24321,898.6,3.07,0.964,-84.0,0.2829,0.0,0.705,0.0204,797.5,44.6,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0045646,LOT-2026-W08-C,CG-Model-B,RGB-9278,LINE-01,CNC-04,TOOL-10,FIX-A2,OP-003,Day,2026-03-28 20:14:44,AOI,36.4,24400,843.6,3.09,1.0,-78.0,0.2837,0.0,0.6957,0.0299,774.0,42.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0017177,LOT-2026-W08-C,CG-Model-A,RGB-8063,LINE-02,CNC-04,TOOL-05,FIX-B2,OP-001,Swing,2026-03-28 20:20:21,AOI,60.5,23632,836.8,3.25,1.0,-87.5,0.298,0.0,0.6998,0.0278,778.8,43.3,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0018487,LOT-2026-W08-C,CG-Model-A,RGB-9293,LINE-02,CNC-04,TOOL-17,FIX-C3,OP-027,Swing,2026-03-28 20:40:16,AOI,26.8,23872,839.9,3.06,1.0,-80.0,0.2891,0.0,0.7031,0.0105,785.1,48.3,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0001210,LOT-2026-W08-C,CG-Model-B,RGB-9171,LINE-02,CNC-04,TOOL-11,FIX-C1,OP-008,Day,2026-03-28 20:47:24,AOI,58.8,23702,831.5,3.18,1.0,-80.7,0.3096,43.8,0.698,0.0222,781.0,44.8,None,None,Pass,OK,43.8,43.8,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0041637,LOT-2026-W08-C,CG-Model-A,RGB-8996,LINE-02,CNC-04,TOOL-03,FIX-A1,OP-021,Night,2026-03-28 20:49:26,AOI,69.1,24236,828.5,3.14,0.91,-82.9,0.3163,0.0,0.7042,0.0101,770.4,45.0,None,None,Pass,OK,0.0,43.8,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0046378,LOT-2026-W08-C,CG-Model-B,RGB-8837,LINE-01,CNC-04,TOOL-11,FIX-C2,OP-023,Night,2026-03-28 21:06:21,AOI,28.8,23893,923.4,3.1,0.902,-83.8,0.3065,22.6,0.7021,0.0051,784.5,46.3,None,None,Pass,OK,22.6,22.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0028001,LOT-2026-W08-C,CG-Model-B,RGB-9495,LINE-02,CNC-04,TOOL-24,FIX-C3,OP-008,Night,2026-03-28 21:16:20,AOI,46.0,24038,808.4,3.12,0.915,-78.9,0.2927,0.0,0.705,0.0188,797.9,50.1,None,None,Pass,OK,0.0,22.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0026292,LOT-2026-W08-C,CG-Model-B,RGB-9660,LINE-02,CNC-04,TOOL-09,FIX-A2,OP-001,Swing,2026-03-28 21:46:20,AOI,64.1,23966,890.7,3.22,0.97,-83.4,0.3179,0.0,0.6923,0.0361,797.5,50.3,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0006144,LOT-2026-W08-C,CG-Model-B,RGB-8219,LINE-01,CNC-04,TOOL-03,FIX-A1,OP-023,Swing,2026-03-28 21:54:25,AOI,66.4,23727,802.8,3.15,0.984,-81.7,0.3026,0.0,0.7032,0.0211,792.2,48.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0028714,LOT-2026-W08-C,CG-Model-C,RGB-9273,LINE-01,CNC-04,TOOL-09,FIX-B2,OP-012,Day,2026-03-28 21:56:44,AOI,73.1,24169,799.6,3.22,0.915,-85.0,0.3147,7.4,0.6972,0.0097,778.2,44.6,None,None,Pass,OK,7.4,7.4,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0044551,LOT-2026-W08-C,CG-Model-B,RGB-9333,LINE-01,CNC-04,TOOL-17,FIX-C1,OP-013,Day,2026-03-28 21:59:14,AOI,31.8,24236,950.4,3.15,1.0,-81.0,0.2824,5.5,0.7082,0.0175,774.4,45.2,None,None,Pass,OK,5.5,1.9000000000000004,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0032626,LOT-2026-W08-C,CG-Model-C,RGB-9058,LINE-01,CNC-04,TOOL-01,FIX-C2,OP-014,Swing,2026-03-28 22:19:04,AOI,39.8,23911,911.1,3.28,0.999,-85.8,0.2951,0.0,0.7006,0.0313,773.2,48.1,None,None,Pass,OK,0.0,5.5,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0046072,LOT-2026-W08-C,CG-Model-B,RGB-8582,LINE-02,CNC-04,TOOL-11,FIX-A1,OP-006,Night,2026-03-28 22:21:30,AOI,58.0,23820,794.7,3.01,1.0,-80.5,0.2868,0.0,0.6945,0.0415,787.4,47.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0048589,LOT-2026-W08-C,CG-Model-B,RGB-8278,LINE-01,CNC-04,TOOL-11,FIX-C3,OP-009,Swing,2026-03-28 22:25:52,AOI,16.1,23598,823.4,3.16,0.978,-77.1,0.2846,0.0,0.6919,0.0208,790.8,45.3,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0025223,LOT-2026-W08-C,CG-Model-A,RGB-8176,LINE-02,CNC-04,TOOL-21,FIX-A3,OP-014,Night,2026-03-28 22:28:56,AOI,59.7,24191,898.7,3.02,0.951,-84.8,0.2936,39.1,0.7028,0.016,783.3,46.2,None,None,Pass,OK,39.1,39.1,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0004357,LOT-2026-W08-C,CG-Model-B,RGB-9075,LINE-01,CNC-04,TOOL-15,FIX-C2,OP-011,Day,2026-03-28 23:20:57,AOI,66.0,23896,839.3,3.15,0.936,-87.0,0.3128,0.0,0.6994,0.0337,808.2,45.7,None,None,Pass,OK,0.0,39.1,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0025839,LOT-2026-W08-C,CG-Model-B,RGB-8699,LINE-01,CNC-04,TOOL-09,FIX-B3,OP-017,Night,2026-03-28 23:31:57,AOI,73.6,23808,859.8,3.12,0.825,-85.0,0.3173,0.0,0.7028,0.0342,784.5,46.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0027903,LOT-2026-W08-C,CG-Model-A,RGB-8175,LINE-02,CNC-04,TOOL-24,FIX-A3,OP-011,Day,2026-03-28 23:54:04,AOI,65.2,24388,810.9,3.21,0.928,-87.3,0.3115,0.0,0.7012,0.0212,797.1,42.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0046619,LOT-2026-W08-C,CG-Model-A,RGB-9015,LINE-01,CNC-04,TOOL-13,FIX-C1,OP-027,Swing,2026-03-28 23:58:41,AOI,43.2,23787,752.1,3.42,0.926,-80.2,0.3121,55.5,0.7036,0.0113,777.4,45.1,None,None,Pass,OK,55.5,55.5,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0028414,LOT-2026-W08-C,CG-Model-C,RGB-8264,LINE-01,CNC-04,TOOL-19,FIX-C1,OP-010,Swing,2026-03-29 00:10:16,AOI,83.7,23785,850.7,3.14,1.0,-73.0,0.3194,21.9,0.7055,0.0279,780.1,43.2,None,None,Pass,OK,21.9,33.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0024830,LOT-2026-W08-C,CG-Model-B,RGB-8495,LINE-01,CNC-04,TOOL-24,FIX-C3,OP-009,Swing,2026-03-29 00:36:38,AOI,66.8,23998,796.7,3.15,0.987,-79.1,0.304,0.0,0.6979,0.0059,801.7,44.9,None,None,Pass,OK,0.0,21.9,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0042212,LOT-2026-W08-C,CG-Model-B,RGB-8923,LINE-02,CNC-04,TOOL-09,FIX-B2,OP-004,Swing,2026-03-29 00:52:03,AOI,72.9,24100,820.2,3.05,1.0,-82.7,0.3292,6.2,0.7014,0.0165,784.3,45.1,None,None,Pass,OK,6.2,6.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0048540,LOT-2026-W08-C,CG-Model-B,RGB-9370,LINE-02,CNC-04,TOOL-16,FIX-A3,OP-003,Night,2026-03-29 01:27:24,AOI,86.7,23546,921.6,3.08,1.0,-84.5,0.3107,42.3,0.7099,0.0177,787.2,42.2,None,None,Pass,OK,42.3,36.099999999999994,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0016846,LOT-2026-W08-C,CG-Model-B,RGB-9436,LINE-02,CNC-04,TOOL-22,FIX-B3,OP-004,Day,2026-03-29 01:38:18,AOI,42.1,24414,861.6,3.13,0.967,-82.5,0.297,8.6,0.7019,0.0188,791.2,46.7,None,None,Pass,OK,8.6,33.699999999999996,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0044989,LOT-2026-W08-C,CG-Model-A,RGB-8590,LINE-01,CNC-04,TOOL-16,FIX-C2,OP-024,Day,2026-03-29 01:41:55,AOI,65.9,24104,817.5,3.1,1.0,-86.1,0.2945,0.0,0.6971,0.0383,785.2,44.8,None,None,Pass,OK,0.0,8.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
